,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
50,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=952x136 at 0x7BF63A679FD0>,فِي بِعَضِّ المواسم، أَو كانَ بَقايا نهر، أَثَّرَت,"فج بعص المواسى. أوطارٌ يقايانهن أن
",في بعض المواسم أوطان بًقايا نهر أثرت,في بعض المواسم، أو كان بقايا نهر، أثرت,"فج بعص المواسى. أوطار يقايانهن أن
",في بعض المواسم أوطان بقايا نهر أثرت
51,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1095x135 at 0x7BF63A679ED0>,لِلشِعْرِ عِنْدَ الجاهِلِيَّيْنِ إِلّا أَنَّنا لا نَجِد حمادا,"3
اللدر

كِنْدَ الجا

ذن
ا ساهو هوه

سس

329

لا تجد حمادا
",إلا أننا لا نجد حمادا ٤ يلشغر عند الجاهليين,للشعر عند الجاهليين إلا أننا لا نجد حمادا,"3
اللدر

كند الجا

ذن
ا ساهو هوه

سس

329

لا تجد حمادا
",إلا أننا لا نجد حمادا ٤ يلشغر عند الجاهليين
52,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1462x116 at 0x7BF63A67AA10>,وَكانَ التُجّارِ الأَجانِبِ قَد حَصَلُوا مُنْذُ القَرْنِ السادِسِ,"كارالتار الأ جايد كم حَحَلو مَئْه الكَرْرًالسإواير
",وكرآالآجا رالأ جانب ق قحلو | قثة رالقززالساءا ير,وكان التجار الأجانب قد حصلوا منذ القرن السادس,"كارالتار الأ جايد كم ححلو مئه الكررالسإواير
",وكرآالآجا رالأ جانب ق قحلو | قثة رالقززالساءا ير
53,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1064x150 at 0x7BF63A67AF50>,وَالقائِلُونَ إِن سارِقَيْنِ مِن أَصْلِ لَفْظَتَيْنِ سارّه ووج,"وَالعَائْلوتَ إن سا رمي ين أصَلٍ لمْطمَيِنِ ساره وو
",ساره ووج بن والقائلون إن سار فين  أصل لفظتين,والقائلون إن سارقين من أصل لفظتين ساره ووج,"والعائلوت إن سا رمي ين أصل لمطمين ساره وو
",ساره ووج بن والقائلون إن سار فين  أصل لفظتين
54,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=900x117 at 0x7BF63A67B9D0>,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,"ها أذا التقسيم وها روا الرواة م أخباز تلك
",-آدا الثقسبم وما رواء الرواة من أخبار ثلك,هذا التقسيم وما رواه الرواة من أخبار تلك,"ها أذا التقسيم وها روا الرواة م أخباز تلك
",-آدا الثقسبم وما رواء الرواة من أخبار ثلك
55,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=906x150 at 0x7BF63A67B050>,وَمِن السُيّاحِ الَّذِينَ اِخْتَلَطُوا بِقَبائِل بِلادِ العَرَبِ ،,"وَمِن الشبّاح الَّذِينَ إخْتَلَّظُوا بِقَبائْل بلادٍ العرب »
",ومن الستاح الذين اختلظوا بقبائل بلاد القرب,ومن السياح الذين اختلطوا بقبائل بلاد العرب ،,"ومن الشباح الذين إختلظوا بقبائل بلاد العرب »
",ومن الستاح الذين اختلظوا بقبائل بلاد القرب
56,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2250x172 at 0x7BF63A6A8190>,نُسْخَةً مِن كِتابِها وَقِيمَتُها خَمْسمائَة وَخَمْسَةِ وَأَرْبَعُونَ مِلْيُونِ,,نسخةً من جتابها وقيقثوا خمسمائة وخمسة وأزبعون مليون,نسخة من كتابها وقيمتها خمسمائة وخمسة وأربعون مليون,,نسخة من جتابها وقيقثوا خمسمائة وخمسة وأزبعون مليون
57,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x194 at 0x7BF63A6A8790>,الجَوِّيَّةِ وَمِن أَشِعَّة شَمْس مُحْرَقَةٍ مُنْهِكه وَمِن إِشْعاع,"الكو“ ومن أشِهتة شفس مخرقة مُتهكه ومن إشعاع
",الجويقة ؤمن أشعتة شفس فخرقة متهك ومن إشعاع,الجوية ومن أشعة شمس محرقة منهكه ومن إشعاع,"الكو“ ومن أشهتة شفس مخرقة متهكه ومن إشعاع
",الجويقة ؤمن أشعتة شفس فخرقة متهك ومن إشعاع
58,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x141 at 0x7BF63A6A9110>,المُمَيَّزَةِ بِشَكْلٍ واضح. وَهٰذا مِن وِجْهَةِ نَظَرِنا ما,"وده ك.. 0 5 شاراء : حُمَة نظ نا ما
المميزة بشكل واصح. وهذا من وجهة نظرنا
",ا المميزة بشحل واضح وهذا من وجهة نظرنا,المميزة بشكل واضح. وهذا من وجهة نظرنا ما,"وده ك.. 0 5 شاراء : حمة نظ نا ما
المميزة بشكل واصح. وهذا من وجهة نظرنا
",ا المميزة بشحل واضح وهذا من وجهة نظرنا
59,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1006x128 at 0x7BF63A6A9650>,فِي ذٰلِكَ العامِّ وَهٰذا يَعُود أَساساً إِلَى شِدَّةٍ,"في ذلك العامٌ وهَذا تود أساساً إلى شِدّة
",في ذيك العام وهذا يغود أساساً إلى شدة,في ذلك العام وهذا يعود أساسا إلى شدة,"في ذلك العام وهذا تود أساسا إلى شدة
",في ذيك العام وهذا يغود أساسا إلى شدة
60,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=915x140 at 0x7BF63A6A9C90>,"وَأَمّا ""الخنفري""، صاحِبِ السجل، فَهُوَ ""محمد بِن إِبّان","وأا ""الخنفرى"". صاج الجل, كو “مد ين إنان
","إبان فمو  "" . صاحب | ار ن وأتا اسجل  الخنفري ""  محمدسن","وأما ""الخنفري""، صاحب السجل، فهو ""محمد بن إبان","وأا ""الخنفرى"". صاج الجل, كو “مد ين إنان
","إبان فمو  "" . صاحب | ار ن وأتا اسجل  الخنفري ""  محمدسن"
61,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1204x147 at 0x7BF63A6AA190>,الفَنِّ جَرْحَى فَنِّ الأَداءِ وَهُوَ التَمْثِيلِ وَفَنٍّ الإِخْراج,"الفرنّ ج01 حَى قن الأداء وَهُوَ التَمْقِيلٍ وق الإخراج
", وفن الإخراج الفن جرحى فن الأداء وهو  التمثيل,الفن جرحى فن الأداء وهو التمثيل وفن الإخراج,"الفرن ج01 حى قن الأداء وهو التمقيل وق الإخراج
", وفن الإخراج الفن جرحى فن الأداء وهو  التمثيل
62,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1001x157 at 0x7BF63A6AA650>,إِلَى عَثَرَ جِيئَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ,"-
إلى
2

اس ‎1١‏
‏“ل
‏الما

0-4

6

يَضع العزضٍ
",وذهاباً إلا أنه إلى عثًر يضع العرض جيئة,إلى عثر جيئة وذهابا إلا أنه يضع العرض,"-
إلى
2

اس ‎1١‏
‏“ل
‏الما

0-4

6

يضع العزض
",وذهابا إلا أنه إلى عثر يضع العرض جيئة
63,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1136x144 at 0x7BF63A6AA5D0>,الصِحِّيَّةِ فِي المَدارِسِ القائِمَةِ وَالمَدارِسِ الجديده، بِناءَ المَدارِسِ,"الصِخَيَّةٍ قي الدارس القائِمَةٍ وَالدارسٍ الجديده. بناءًَ الدارسٍ
",القائمة والدارس الجديدهء بناء الصحية في الدارس الدارس,الصحية في المدارس القائمة والمدارس الجديده، بناء المدارس,"الصخية قي الدارس القائمة والدارس الجديده. بناء الدارس
",القائمة والدارس الجديدهء بناء الصحية في الدارس الدارس
64,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=820x110 at 0x7BF63A6AAF90>,يُرَكِّز أَصْحابِ هٰذِهِ النَظَرِيَّةِ عَلَى أَنَّ شِدَّة الأَشِعَّة,"دوم 2ه 3 لدم اس عم ّم 32 2 2
بر أصحاب هذه النظرية ع أن شدة الأشعة
",شدة الآشعة أصحاب هذه النظريًة عل أنً,يركز أصحاب هذه النظرية على أن شدة الأشعة,"دوم 2ه 3 لدم اس عم م 32 2 2
بر أصحاب هذه النظرية ع أن شدة الأشعة
",شدة الآشعة أصحاب هذه النظرية عل أن
65,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1235x134 at 0x7BF63A6AB550>,تَعاوُنٍ المَعْهَدِ مَعَ قِسْمِ اللُغَةِ الصِينِيَّةِ بِجامِعَةِ القاهِرَة,"تون المَحْهَح مَعَ قشو اللَنَهُ الصينيّة امع القاورة
",الصينية ببامعة القامرة الملهد مح قسم تعاون  اللنة,تعاون المعهد مع قسم اللغة الصينية بجامعة القاهرة,"تون المحهح مع قشو اللنه الصينية امع القاورة
",الصينية ببامعة القامرة الملهد مح قسم تعاون  اللنة
66,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x163 at 0x7BF63A6ABF90>,وَقَد بَقِيَت بِعَضِّ المَواضِع المَذْكُورَة تَسْتَغِلّ مَعادِنها فِي,"ود بَقِيَن بقضالمواضع المَدْكُورَة تَسْتَغِل معادنها في
",وقًد بقيت بقض القواضع القذعورة ثستًفل قعادنها في,وقد بقيت بعض المواضع المذكورة تستغل معادنها في,"ود بقين بقضالمواضع المدكورة تستغل معادنها في
",وقد بقيت بقض القواضع القذعورة ثستفل قعادنها في
67,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1919x206 at 0x7BF63A6A94D0>,لِهٰذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبه هِيَ مِائَةِ وَخَمْسَةِ,"*
لهذا فانَ لمَقْد
إنّ! و4
: لَمْدَةْ المْدَدَ
5 1 كنم
َه لَنْمْ
به هو
هي مان

حك
",لهذا فإنً المدًة المقدرة لنضوبه هى مائة وخمسة,لهذا فإن المدة المقدرة لنضوبه هي مائة وخمسة,"*
لهذا فان لمقد
إن! و4
: لمدة المدد
5 1 كنم
ه لنم
به هو
هي مان

حك
",لهذا فإن المدة المقدرة لنضوبه هى مائة وخمسة
68,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1413x137 at 0x7BF638464410>,خَمْسمائَة نُسْخَةً فِي عامَ أَلْفَ وَتِسْعمائَة وَسَبْعَةِ وتسعون،,"تمسمائة أَنْسْكلا نسْكَةً فج عاك ألفٌّ وتسْسماتَة وَسَبْعَةْ وتسهون,
",خمسمائه نسنةً في عامً ألف وتسمائة وسبئة وتسدونء,خمسمائة نسخة في عام ألف وتسعمائة وسبعة وتسعون،,"تمسمائة أنسكلا نسكة فج عاك ألف وتسسماتة وسبعة وتسهون,
",خمسمائه نسنة في عام ألف وتسمائة وسبئة وتسدونء
69,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x121 at 0x7BF638465A90>,مَجْمَعِ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ,"مَجْمَع مَعَ نظام تَشْغِيلٍ التوافذ (وندوز)ء وَمِن ثم
",مع نظام تشغيل النوافذ )وندوزا . ومن ثمً مجمع,مجمع مع نظام تشغيل النوافذ (وندوز)، ومن ثم,"مجمع مع نظام تشغيل التوافذ (وندوز)ء ومن ثم
",مع نظام تشغيل النوافذ )وندوزا . ومن ثم مجمع
70,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x137 at 0x7BF638467450>,آل نَصْر المتاخرين، وَبِعَضِّ الأَخْبار المنعلقه بهم، أَمّا,"آل تضر المتاحرير| | ويقصر الأخبار المتعلقه بوم| | أنا
",وبغض الأخبار المنعلقد بهم [ أما  المثاخرن آل _ تضر,آل نصر المتاخرين، وبعض الأخبار المنعلقه بهم، أما,"آل تضر المتاحرير| | ويقصر الأخبار المتعلقه بوم| | أنا
",وبغض الأخبار المنعلقد بهم [ أما  المثاخرن آل _ تضر
71,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=702x169 at 0x7BF63A6B07D0>,كما أسس الترك,"كنا يسن ‎١‏ لخارلء
", ا نسس,كما أسس الترك,"كنا يسن ‎١‏ لخارلء
", ا نسس
72,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=875x125 at 0x7BF63A6B0E10>,مِن جلده! فَلَمّا رَأَى فَرَحِهِ قَد تُضاعِف قال:,"من جلده! فَلَمًا رزأى فرّجه فد تُضاعف قال:
",قد تضاعف قال : من جلدم ! فلما رأى فرجه,من جلده! فلما رأى فرحه قد تضاعف قال:,"من جلده! فلما رزأى فرجه فد تضاعف قال:
",قد تضاعف قال : من جلدم ! فلما رأى فرجه
73,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1274x165 at 0x7BF63A6B1450>,مِن ناحِيَةٍ وَفِي لِيبِيا مِن ناحِيَةٍ اخري، عَلَى,"هه

مِن ناحيّة وَفى ليبيا من ناجيّة اخري, على
",على من ناحية وفى ليبيا من ناحية اخري,من ناحية وفي ليبيا من ناحية اخري، على,"هه

من ناحية وفى ليبيا من ناجية اخري, على
",على من ناحية وفى ليبيا من ناحية اخري
